API_Name,sYear,ProductSaleGroup,Vet,AmountSold_g,InChIKey_string,PEC_gL,Desc_Short,Desc_Long
deferiprone,2019,Prescription,Total,16450,TZXKOCQBRNJULO-UHFFFAOYSA-N,4.7519464643190056e-9,chelating agent,iron-chelating agent for transfusion-induced and genetic iron overload
deferoxamine,2016,Prescription,Total,6300,UBQYURCVBFRUQT-UHFFFAOYSA-N,1.8089510615922013e-9,chelating agent,iron-chelating agent for iron poisoning
deferoxamine,2017,Prescription,Total,6655,UBQYURCVBFRUQT-UHFFFAOYSA-N,1.9371149825617374e-9,chelating agent,iron-chelating agent for iron poisoning
deferoxamine,2018,Prescription,Total,7530,UBQYURCVBFRUQT-UHFFFAOYSA-N,2.1404938879408415e-9,chelating agent,iron-chelating agent for iron poisoning
deferoxamine,2019,Prescription,Total,8240,UBQYURCVBFRUQT-UHFFFAOYSA-N,2.3803063140418604e-9,chelating agent,iron-chelating agent for iron poisoning
degarelix,2016,Prescription,Total,642.5600000000001,MEUCPCLKGZSHTA-XYAYPHGZSA-N,1.845015228788389e-10,sex hormone,testosterone inhibitor for prostate cancer
degarelix,2017,Prescription,Total,624.72,MEUCPCLKGZSHTA-XYAYPHGZSA-N,1.8184139322403738e-10,sex hormone,testosterone inhibitor for prostate cancer
degarelix,2018,Prescription,Total,569.6,MEUCPCLKGZSHTA-XYAYPHGZSA-N,1.6191571295764982e-10,sex hormone,testosterone inhibitor for prostate cancer
degarelix,2019,Prescription,Total,548.0799999999999,MEUCPCLKGZSHTA-XYAYPHGZSA-N,1.5832503453884256e-10,sex hormone,testosterone inhibitor for prostate cancer
deoxycholic acid,2017,Prescription,Total,0.8,KXGVEGMKQFWNSR-LLQZFEROSA-N,2.3286130519149364e-13,other,bile acid for topical destruction of fat cells
deoxycholic acid,2018,Prescription,Total,0.56,KXGVEGMKQFWNSR-LLQZFEROSA-N,1.5918679644712765e-13,other,bile acid for topical destruction of fat cells
deoxycholic acid,2019,Prescription,Total,0.8,KXGVEGMKQFWNSR-LLQZFEROSA-N,2.310977003924136e-13,other,bile acid for topical destruction of fat cells
dequalinium,2016,Prescription,Total,158.34,PCSWXVJAIHCTMO-UHFFFAOYSA-P,4.5464970014684e-11,antiseptic,"ammonium compound used as antiseptic and disinfectant in skin, mouth and vagina"
dequalinium,2017,Prescription,Total,530.7,PCSWXVJAIHCTMO-UHFFFAOYSA-P,1.544743683314071e-10,antiseptic,"ammonium compound used as antiseptic and disinfectant in skin, mouth and vagina"
dequalinium,2018,Prescription,Total,628.86,PCSWXVJAIHCTMO-UHFFFAOYSA-P,1.7876108716739408e-10,antiseptic,"ammonium compound used as antiseptic and disinfectant in skin, mouth and vagina"
dequalinium,2019,Prescription,Total,663.18,PCSWXVJAIHCTMO-UHFFFAOYSA-P,1.9157421618280107e-10,antiseptic,"ammonium compound used as antiseptic and disinfectant in skin, mouth and vagina"
desloratadine,2016,Prescription,Total,169054.615,JAUOIFJMECXRGI-UHFFFAOYSA-N,4.854151194782712e-8,antihistamine,"antihistamine for allergies, hives"
desloratadine,2017,Prescription,Total,195117.744,JAUOIFJMECXRGI-UHFFFAOYSA-N,5.6794215667324655e-8,antihistamine,"antihistamine for allergies, hives"
desloratadine,2018,Prescription,Total,215869.14049999998,JAUOIFJMECXRGI-UHFFFAOYSA-N,6.136342308569623e-8,antihistamine,"antihistamine for allergies, hives"
desloratadine,2019,Prescription,Total,258165.445,JAUOIFJMECXRGI-UHFFFAOYSA-N,7.457680082535517e-8,antihistamine,"antihistamine for allergies, hives"
deslorelin,2016,Prescription,Total,55.3472,GJKXGJCSJWBJEZ-XRSSZCMZSA-N,1.589212320573903e-11,sex hormone,"veterinary gonadotropin-releasing hormone agonist for horse ovulation, dog and ferret castration, etc."
deslorelin,2017,Prescription,Total,63.8824,GJKXGJCSJWBJEZ-XRSSZCMZSA-N,1.859467380345634e-11,sex hormone,"veterinary gonadotropin-releasing hormone agonist for horse ovulation, dog and ferret castration, etc."
deslorelin,2018,Prescription,Total,72.9675,GJKXGJCSJWBJEZ-XRSSZCMZSA-N,2.0741897445992474e-11,sex hormone,"veterinary gonadotropin-releasing hormone agonist for horse ovulation, dog and ferret castration, etc."
deslorelin,2019,Prescription,Total,80.6896,GJKXGJCSJWBJEZ-XRSSZCMZSA-N,2.3308976256979624e-11,sex hormone,"veterinary gonadotropin-releasing hormone agonist for horse ovulation, dog and ferret castration, etc."
desogestrel,2016,Prescription,Total,3250.642437,RPLCPCMSCLEKRS-BPIQYHPVSA-N,9.333735059155254e-10,sex hormone,"progestin used for birth control and menopausal hormone therapy, often with an estrogen"
desogestrel,2017,Prescription,Total,3210.205131,RPLCPCMSCLEKRS-BPIQYHPVSA-N,9.344156959213623e-10,sex hormone,"progestin used for birth control and menopausal hormone therapy, often with an estrogen"
desogestrel,2018,Prescription,Total,3032.343783,RPLCPCMSCLEKRS-BPIQYHPVSA-N,8.619805223966677e-10,sex hormone,"progestin used for birth control and menopausal hormone therapy, often with an estrogen"
desogestrel,2019,Prescription,Total,2996.976339,RPLCPCMSCLEKRS-BPIQYHPVSA-N,8.657429250917183e-10,sex hormone,"progestin used for birth control and menopausal hormone therapy, often with an estrogen"
desonide,2016,Prescription,Total,3116.4700000000003,WBGKWQHBNHJJPZ-LECWWXJVSA-N,8.948478912571823e-10,steroid,"topical steroid for eczema, skin conditions"
desonide,2017,Prescription,Total,3100.3500000000004,WBGKWQHBNHJJPZ-LECWWXJVSA-N,9.024394344380591e-10,steroid,"topical steroid for eczema, skin conditions"
desonide,2018,Prescription,Total,3008.225,WBGKWQHBNHJJPZ-LECWWXJVSA-N,8.55124465611001e-10,steroid,"topical steroid for eczema, skin conditions"
desonide,2019,Prescription,Total,1222.965,WBGKWQHBNHJJPZ-LECWWXJVSA-N,3.5328049895051015e-10,steroid,"topical steroid for eczema, skin conditions"
desoximetasone,2016,Prescription,Total,4289.125,VWVSBHGCDBMOOT-IIEHVVJPSA-N,1.2315582892145478e-9,steroid,"topical steroid for psoriasis, eczema"
desoximetasone,2017,Prescription,Total,4195.875,VWVSBHGCDBMOOT-IIEHVVJPSA-N,1.2213211611504478e-9,steroid,"topical steroid for psoriasis, eczema"
desoximetasone,2018,Prescription,Total,3734.875,VWVSBHGCDBMOOT-IIEHVVJPSA-N,1.0616835471079746e-9,steroid,"topical steroid for psoriasis, eczema"
desoximetasone,2019,Prescription,Total,4119.25,VWVSBHGCDBMOOT-IIEHVVJPSA-N,1.1899365029268124e-9,steroid,"topical steroid for psoriasis, eczema"
desoxycortone,2016,Prescription,Total,2,ZESRJSPZRDMNHY-YFWFAHHUSA-N,5.742701782832385e-13,steroid,steroid hormone for canine hypoadrenocorticism
desoxycortone,2017,Prescription,Total,7,ZESRJSPZRDMNHY-YFWFAHHUSA-N,2.037536420425569e-12,steroid,steroid hormone for canine hypoadrenocorticism
desoxycortone,2018,Prescription,Total,20.3,ZESRJSPZRDMNHY-YFWFAHHUSA-N,5.770521371208377e-12,steroid,steroid hormone for canine hypoadrenocorticism
desoxycortone,2019,Prescription,Total,25.3,ZESRJSPZRDMNHY-YFWFAHHUSA-N,7.308464774910081e-12,steroid,steroid hormone for canine hypoadrenocorticism
detomidine,2016,Prescription,Total,573.7252,RHDJRPPFURBGLQ-UHFFFAOYSA-N,1.6473663644479333e-10,analgesic,equine sedative and analgesic
detomidine,2017,Prescription,Total,633.9336000000001,RHDJRPPFURBGLQ-UHFFFAOYSA-N,1.845232568759278e-10,analgesic,equine sedative and analgesic
detomidine,2018,Prescription,Total,582.1104,RHDJRPPFURBGLQ-UHFFFAOYSA-N,1.6547194599027866e-10,analgesic,equine sedative and analgesic
detomidine,2019,Prescription,Total,611.5088,RHDJRPPFURBGLQ-UHFFFAOYSA-N,1.7664784681215549e-10,analgesic,equine sedative and analgesic
dexamethasone,2016,Prescription,Total,7152.2916000000005,UREBDLICKHMUKA-CXSFZGCWSA-N,2.0536738861328547e-9,steroid,"corticosteroid for many inflammatory conditions, including allergies and skin conditions"
dexamethasone,2017,Prescription,Total,7864.5864,UREBDLICKHMUKA-CXSFZGCWSA-N,2.2891973173690875e-9,steroid,"corticosteroid for many inflammatory conditions, including allergies and skin conditions"
dexamethasone,2018,Prescription,Total,8253.3534,UREBDLICKHMUKA-CXSFZGCWSA-N,2.346115870878587e-9,steroid,"corticosteroid for many inflammatory conditions, including allergies and skin conditions"
dexamethasone,2019,Prescription,Total,10366.8578,UREBDLICKHMUKA-CXSFZGCWSA-N,2.9946962473439454e-9,steroid,"corticosteroid for many inflammatory conditions, including allergies and skin conditions"
dexamfetamine,2016,Prescription,Total,14420.52,KWTSXDURSIMDCE-QMMMGPOBSA-N,4.140637295668503e-9,stimulant,amphetamine enantiomer for ADHD and narcolepsy
dexamfetamine,2017,Prescription,Total,18878.343,KWTSXDURSIMDCE-QMMMGPOBSA-N,5.495044488540872e-9,stimulant,amphetamine enantiomer for ADHD and narcolepsy
dexamfetamine,2018,Prescription,Total,21401.635,KWTSXDURSIMDCE-QMMMGPOBSA-N,6.083674489965575e-9,stimulant,amphetamine enantiomer for ADHD and narcolepsy
dexamfetamine,2019,Prescription,Total,24003.256,KWTSXDURSIMDCE-QMMMGPOBSA-N,6.933871579413006e-9,stimulant,amphetamine enantiomer for ADHD and narcolepsy
dexchlorpheniramine,2016,Prescription,Total,173.3,SOYKEARSMXGVTM-HNNXBMFYSA-N,4.976051094824262e-11,antihistamine,antihistamine for allergic symptoms and the common cold
dexchlorpheniramine,2017,Prescription,Total,176.75,SOYKEARSMXGVTM-HNNXBMFYSA-N,5.144779461574562e-11,antihistamine,antihistamine for allergic symptoms and the common cold
dexchlorpheniramine,2018,Prescription,Total,202.15,SOYKEARSMXGVTM-HNNXBMFYSA-N,5.7463590896047954e-11,antihistamine,antihistamine for allergic symptoms and the common cold
dexchlorpheniramine,2019,Prescription,Total,167.85,SOYKEARSMXGVTM-HNNXBMFYSA-N,4.848718626358328e-11,antihistamine,antihistamine for allergic symptoms and the common cold
dexketoprofen,2016,Prescription,Total,10.5,DKYWVDODHFEZIM-NSHDSACASA-N,3.0149184359870024e-12,analgesic,NSAID for mild to moderate pain relief
dexketoprofen,2017,Prescription,Total,15.5,DKYWVDODHFEZIM-NSHDSACASA-N,4.511687788085189e-12,analgesic,NSAID for mild to moderate pain relief
dexketoprofen,2018,Prescription,Total,30.5,DKYWVDODHFEZIM-NSHDSACASA-N,8.669995163638201e-12,analgesic,NSAID for mild to moderate pain relief
dexketoprofen,2019,Prescription,Total,35.5,DKYWVDODHFEZIM-NSHDSACASA-N,1.0254960454913355e-11,analgesic,NSAID for mild to moderate pain relief
dexmedetomidine,2016,Prescription,Total,43.229200000000006,CUHVIMMYOGQXCV-NSHDSACASA-N,1.2412620195520889e-11,sedative,sedative for mechanical ventilation
dexmedetomidine,2017,Prescription,Total,51.3737,CUHVIMMYOGQXCV-NSHDSACASA-N,1.4953683543145293e-11,sedative,sedative for mechanical ventilation
dexmedetomidine,2018,Prescription,Total,58.011300000000006,CUHVIMMYOGQXCV-NSHDSACASA-N,1.6490416079880816e-11,sedative,sedative for mechanical ventilation
dexmedetomidine,2019,Prescription,Total,64.56960000000001,CUHVIMMYOGQXCV-NSHDSACASA-N,1.865235759407249e-11,sedative,sedative for mechanical ventilation
dexrazoxane,2017,Prescription,Total,50,BMKDZUISNHGIBY-ZETCQYMHSA-N,1.4553831574468352e-11,antineoplastic,cardioprotective agent used in combination with antineoplastics
dexrazoxane,2018,Prescription,Total,60,BMKDZUISNHGIBY-ZETCQYMHSA-N,1.7055728190763675e-11,antineoplastic,cardioprotective agent used in combination with antineoplastics
dexrazoxane,2019,Prescription,Total,95,BMKDZUISNHGIBY-ZETCQYMHSA-N,2.744285192159912e-11,antineoplastic,cardioprotective agent used in combination with antineoplastics
diatrizoic acid,2016,Prescription,Total,849520,YVPYQUNUQOZFHG-UHFFFAOYSA-N,2.439270009275884e-7,diagnostic agent,contrast agent for X-ray imaging
diatrizoic acid,2017,Prescription,Total,785510,YVPYQUNUQOZFHG-UHFFFAOYSA-N,2.2864360480121269e-7,diagnostic agent,contrast agent for X-ray imaging
diatrizoic acid,2018,Prescription,Total,732970,YVPYQUNUQOZFHG-UHFFFAOYSA-N,2.083556181997342e-7,diagnostic agent,contrast agent for X-ray imaging
diatrizoic acid,2019,Prescription,Total,672660,YVPYQUNUQOZFHG-UHFFFAOYSA-N,1.943127239324512e-7,diagnostic agent,contrast agent for X-ray imaging
diazepam,2016,Prescription,Total,110876.03,AAOVKJBEBIDNHE-UHFFFAOYSA-N,3.183639875771885e-8,anti-anxiety,"benzodiazepine anticonvulsant for anxiety, alcohol withdrawal, convulsive disorders"
diazepam,2017,Prescription,Total,104435.425,AAOVKJBEBIDNHE-UHFFFAOYSA-N,3.0398711717160426e-8,anti-anxiety,"benzodiazepine anticonvulsant for anxiety, alcohol withdrawal, convulsive disorders"
diazepam,2018,Prescription,Total,97114.912,AAOVKJBEBIDNHE-UHFFFAOYSA-N,2.760609237236556e-8,anti-anxiety,"benzodiazepine anticonvulsant for anxiety, alcohol withdrawal, convulsive disorders"
diazepam,2019,Prescription,Total,100692.862,AAOVKJBEBIDNHE-UHFFFAOYSA-N,2.9087361067663315e-8,anti-anxiety,"benzodiazepine anticonvulsant for anxiety, alcohol withdrawal, convulsive disorders"
dibrompropamidine,2016,OTC,Total,4940.7,GMJFVGRUYJHMCO-UHFFFAOYSA-N,1.4186483349219983e-9,antiseptic,antiseptic and disinfectant used in eye products for minor infections
dibrompropamidine,2017,OTC,Total,5152.6875,GMJFVGRUYJHMCO-UHFFFAOYSA-N,1.4998269206173678e-9,antiseptic,antiseptic and disinfectant used in eye products for minor infections
dibrompropamidine,2018,OTC,Total,5390.475,GMJFVGRUYJHMCO-UHFFFAOYSA-N,1.5323079403184471e-9,antiseptic,antiseptic and disinfectant used in eye products for minor infections
dibrompropamidine,2019,OTC,Total,8406,GMJFVGRUYJHMCO-UHFFFAOYSA-N,2.428259086873286e-9,antiseptic,antiseptic and disinfectant used in eye products for minor infections
dichlorobenzyl alcohol,2016,OTC,Total,3892.752,DBHODFSFBXJZNY-UHFFFAOYSA-N,1.1177456925262166e-9,antiseptic,mild antiseptic used in lozenges
dichlorobenzyl alcohol,2017,OTC,Total,3343.536,DBHODFSFBXJZNY-UHFFFAOYSA-N,9.732251961434322e-10,antiseptic,mild antiseptic used in lozenges
dichlorobenzyl alcohol,2018,OTC,Total,2321.3088000000002,DBHODFSFBXJZNY-UHFFFAOYSA-N,6.598601989937967e-10,antiseptic,mild antiseptic used in lozenges
dichlorobenzyl alcohol,2019,OTC,Total,722.9088,DBHODFSFBXJZNY-UHFFFAOYSA-N,2.088282015917991e-10,antiseptic,mild antiseptic used in lozenges
diclofenac,2016,OTC,Total,659978.525,DCOPUUMXTXDBNB-UHFFFAOYSA-N,1.895029926074294e-7,analgesic,"NSAID for mild-moderate pain, arthritis, etc."
diclofenac,2016,Prescription,Total,1478062.913,DCOPUUMXTXDBNB-UHFFFAOYSA-N,4.2440372628117643e-7,analgesic,"NSAID for mild-moderate pain, arthritis, etc."
diclofenac,2017,OTC,Total,784703.18,DCOPUUMXTXDBNB-UHFFFAOYSA-N,2.2840875835339444e-7,analgesic,"NSAID for mild-moderate pain, arthritis, etc."
diclofenac,2017,Prescription,Total,1463757.029,DCOPUUMXTXDBNB-UHFFFAOYSA-N,4.260654653202037e-7,analgesic,"NSAID for mild-moderate pain, arthritis, etc."
diclofenac,2018,OTC,Total,835605.09,DCOPUUMXTXDBNB-UHFFFAOYSA-N,2.3753088816431029e-7,analgesic,"NSAID for mild-moderate pain, arthritis, etc."
diclofenac,2018,Prescription,Total,1438068.671,DCOPUUMXTXDBNB-UHFFFAOYSA-N,4.0878847287047926e-07,analgesic,"NSAID for mild-moderate pain, arthritis, etc."
diclofenac,2019,OTC,Total,800363.28,DCOPUUMXTXDBNB-UHFFFAOYSA-N,2.3120264185816185e-7,analgesic,"NSAID for mild-moderate pain, arthritis, etc."
diclofenac,2019,Prescription,Total,1413002.575,DCOPUUMXTXDBNB-UHFFFAOYSA-N,4.081770571638237e-7,analgesic,"NSAID for mild-moderate pain, arthritis, etc."
dicloxacillin,2016,Prescription,Total,2807037.5,YFAGHNZHGGCZAX-JKIFEVAISA-N,8.059989627863681e-7,antibacterial,penicillin antibiotic
dicloxacillin,2017,Prescription,Total,2699355,YFAGHNZHGGCZAX-JKIFEVAISA-N,7.857191605939803e-7,antibacterial,penicillin antibiotic
dicloxacillin,2018,Prescription,Total,2868295,YFAGHNZHGGCZAX-JKIFEVAISA-N,8.153476648487749e-7,antibacterial,penicillin antibiotic
dicloxacillin,2019,Prescription,Total,2968317.5,YFAGHNZHGGCZAX-JKIFEVAISA-N,8.574641853556979e-7,antibacterial,penicillin antibiotic
dienogest,2016,Prescription,Total,1035.628,AZFLJNIPTRTECV-FUMNGEBKSA-N,2.9736513809755686e-10,sex hormone,"progestin and antiandrogen for birth control, menopausal hormone therapy, endometriosis"
dienogest,2017,Prescription,Total,994.407,AZFLJNIPTRTECV-FUMNGEBKSA-N,2.89448639889447e-10,sex hormone,"progestin and antiandrogen for birth control, menopausal hormone therapy, endometriosis"
dienogest,2018,Prescription,Total,959.019,AZFLJNIPTRTECV-FUMNGEBKSA-N,2.726127898962998e-10,sex hormone,"progestin and antiandrogen for birth control, menopausal hormone therapy, endometriosis"
dienogest,2019,Prescription,Total,1100.813,AZFLJNIPTRTECV-FUMNGEBKSA-N,3.179941910775926e-10,sex hormone,"progestin and antiandrogen for birth control, menopausal hormone therapy, endometriosis"
digoxin,2016,Prescription,Total,582.2961875,LTMHDMANZUZIPE-PUGKRICDSA-N,1.6719766770463753e-10,cardiac,antiarrhythmic for heart failure and atrial fibrillation
digoxin,2017,Prescription,Total,531.9445625,LTMHDMANZUZIPE-PUGKRICDSA-N,1.5483663139158506e-10,cardiac,antiarrhythmic for heart failure and atrial fibrillation
digoxin,2018,Prescription,Total,481.7478125,LTMHDMANZUZIPE-PUGKRICDSA-N,1.3694266244158305e-10,cardiac,antiarrhythmic for heart failure and atrial fibrillation
digoxin,2019,Prescription,Total,452.9559375,LTMHDMANZUZIPE-PUGKRICDSA-N,1.3084634441917479e-10,cardiac,antiarrhythmic for heart failure and atrial fibrillation
dihydrostreptomycin,2016,Prescription,Total,274265,ASXBYYWOLISCLQ-HZYVHMACSA-N,7.875110522342621e-8,antibacterial,streptomycin antibiotic used for veterinary infections
dihydrostreptomycin,2017,Prescription,Total,252650,ASXBYYWOLISCLQ-HZYVHMACSA-N,7.354051094578858e-8,antibacterial,streptomycin antibiotic used for veterinary infections
dihydrostreptomycin,2018,Prescription,Total,189635,ASXBYYWOLISCLQ-HZYVHMACSA-N,5.390605025759116e-8,antibacterial,streptomycin antibiotic used for veterinary infections
dihydrostreptomycin,2019,Prescription,Total,179655,ASXBYYWOLISCLQ-HZYVHMACSA-N,5.189732170499884e-8,antibacterial,streptomycin antibiotic used for veterinary infections
diltiazem,2016,Prescription,Total,293739.3,HSUGRBWQSSZJOP-RTWAWAEBSA-N,8.434286008989684e-8,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, rhythm disorders, hypertension"
diltiazem,2017,Prescription,Total,288176.4,HSUGRBWQSSZJOP-RTWAWAEBSA-N,8.388141578673243e-8,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, rhythm disorders, hypertension"
diltiazem,2018,Prescription,Total,287198.1,HSUGRBWQSSZJOP-RTWAWAEBSA-N,8.163954550839608e-8,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, rhythm disorders, hypertension"
diltiazem,2019,Prescription,Total,263529.6,HSUGRBWQSSZJOP-RTWAWAEBSA-N,7.612635568166576e-8,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, rhythm disorders, hypertension"
dimethyl fumarate,2016,Prescription,Total,169174.32,LDCRTTXIJACKKU-ONEGZZNKSA-N,4.857588345367282e-8,immunosuppressant,"oral treatment for psoriasis, multiple sclerosis"
dimethyl fumarate,2017,Prescription,Total,159363.8184,LDCRTTXIJACKKU-ONEGZZNKSA-N,4.63870834411552e-8,immunosuppressant,"oral treatment for psoriasis, multiple sclerosis"
dimethyl fumarate,2018,Prescription,Total,158516.16,LDCRTTXIJACKKU-ONEGZZNKSA-N,4.506014231339342e-8,immunosuppressant,"oral treatment for psoriasis, multiple sclerosis"
dimethyl fumarate,2019,Prescription,Total,161051.16,LDCRTTXIJACKKU-ONEGZZNKSA-N,4.652319090191334e-8,immunosuppressant,"oral treatment for psoriasis, multiple sclerosis"
dimethylaminodiphenylbuten,2016,Prescription,Total,9409,ALFGKMXHOUSVAD-UHFFFAOYSA-N,2.7016540537334955e-9,analgesic,"aka ketobemidone, opioid analgesic"
dimethylaminodiphenylbuten,2017,Prescription,Total,10666.5,ALFGKMXHOUSVAD-UHFFFAOYSA-N,3.104768889781333e-9,analgesic,"aka ketobemidone, opioid analgesic"
dimethylaminodiphenylbuten,2018,Prescription,Total,11326,ALFGKMXHOUSVAD-UHFFFAOYSA-N,3.2195529581431566e-9,analgesic,"aka ketobemidone, opioid analgesic"
dimethylaminodiphenylbuten,2019,Prescription,Total,11148.5,ALFGKMXHOUSVAD-UHFFFAOYSA-N,3.2204908910310293e-9,analgesic,"aka ketobemidone, opioid analgesic"
dimeticone,2016,OTC,Total,52363,NA,1.503525467272261e-8,antiparasitic,silicone polymer used as topical veterinary anti-flea treatment
dimeticone,2017,OTC,Total,66244,NA,1.9282080376381627e-8,antiparasitic,silicone polymer used as topical veterinary anti-flea treatment
dimeticone,2018,OTC,Total,83859,NA,2.383793850582085e-8,antiparasitic,silicone polymer used as topical veterinary anti-flea treatment
dimeticone,2019,OTC,Total,75511,NA,2.1813023067914432e-8,antiparasitic,silicone polymer used as topical veterinary anti-flea treatment
dinoprost,2016,Prescription,Total,8.5,PXGPLTODNUVGFL-YNNPMVKQSA-N,2.4406482577037636e-12,sex hormone,"prostaglandin for labour and abortion induction in humans, uterine infections in animals"
dinoprostone,2016,Prescription,Total,0.1915,XEYBRNLFEZDVAW-ARSRFYASSA-N,5.498636957062009e-14,sex hormone,prostaglandin for cervix relaxation in induced labour
dinoprostone,2017,Prescription,Total,0.117,XEYBRNLFEZDVAW-ARSRFYASSA-N,3.4055965884255945e-14,sex hormone,prostaglandin for cervix relaxation in induced labour
dipyridamole,2016,Prescription,Total,2103356.67,IZEKFCXSFNUWAM-UHFFFAOYSA-N,6.039475049370695e-7,antithrombotic,platelet aggregation inhibitor for blood clot prevention after heart valve replacement
dipyridamole,2017,Prescription,Total,2164230.735,IZEKFCXSFNUWAM-UHFFFAOYSA-N,6.299569921095569e-7,antithrombotic,platelet aggregation inhibitor for blood clot prevention after heart valve replacement
dipyridamole,2018,Prescription,Total,1924232.88,IZEKFCXSFNUWAM-UHFFFAOYSA-N,5.469865496168396e-7,antithrombotic,platelet aggregation inhibitor for blood clot prevention after heart valve replacement
dipyridamole,2019,Prescription,Total,1605438.675,IZEKFCXSFNUWAM-UHFFFAOYSA-N,4.637664823919294e-7,antithrombotic,platelet aggregation inhibitor for blood clot prevention after heart valve replacement
disopyramide,2016,Prescription,Total,15559,UVTNFZQICZKOEM-UHFFFAOYSA-N,4.467534851954454e-9,cardiac,antiarrhythmic for irregular heartbeat
disopyramide,2017,Prescription,Total,15085.5,UVTNFZQICZKOEM-UHFFFAOYSA-N,4.3910365243328465e-9,cardiac,antiarrhythmic for irregular heartbeat
disopyramide,2018,Prescription,Total,13962.25,UVTNFZQICZKOEM-UHFFFAOYSA-N,3.968939015524835e-9,cardiac,antiarrhythmic for irregular heartbeat
disopyramide,2019,Prescription,Total,14100,UVTNFZQICZKOEM-UHFFFAOYSA-N,4.07309696941629e-9,cardiac,antiarrhythmic for irregular heartbeat
disulfiram,2016,Prescription,Total,149374,AUZONCFQVSMFAP-UHFFFAOYSA-N,4.2890516805440236e-8,other nervous system,alcohol metabolism inhibitor for chronic alcoholism
disulfiram,2017,Prescription,Total,143818,AUZONCFQVSMFAP-UHFFFAOYSA-N,4.1862058987537786e-8,other nervous system,alcohol metabolism inhibitor for chronic alcoholism
disulfiram,2018,Prescription,Total,132497.8,AUZONCFQVSMFAP-UHFFFAOYSA-N,3.766410771123612e-8,other nervous system,alcohol metabolism inhibitor for chronic alcoholism
disulfiram,2019,Prescription,Total,104326,AUZONCFQVSMFAP-UHFFFAOYSA-N,3.013687336392368e-8,other nervous system,alcohol metabolism inhibitor for chronic alcoholism
dobutamine,2016,Prescription,Total,1156.25,JRWZLRBJNMZMFE-UHFFFAOYSA-N,3.3199994681999727e-10,cardiac,heart muscle stimulator for weakened heart muscles
dobutamine,2017,Prescription,Total,1098.75,JRWZLRBJNMZMFE-UHFFFAOYSA-N,3.19820448848942e-10,cardiac,heart muscle stimulator for weakened heart muscles
dobutamine,2018,Prescription,Total,1325,JRWZLRBJNMZMFE-UHFFFAOYSA-N,3.766473308793645e-10,cardiac,heart muscle stimulator for weakened heart muscles
dobutamine,2019,Prescription,Total,1527.5,JRWZLRBJNMZMFE-UHFFFAOYSA-N,4.412521716867648e-10,cardiac,heart muscle stimulator for weakened heart muscles
docetaxel,2016,Prescription,Total,898.46,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,2.5797939219017925e-10,antineoplastic,"mitotic inhibitor for breast, lung, prostate, stomach, and head cancer"
docetaxel,2017,Prescription,Total,908.76,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,2.645187996322772e-10,antineoplastic,"mitotic inhibitor for breast, lung, prostate, stomach, and head cancer"
docetaxel,2018,Prescription,Total,867.26,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,2.465291805120284e-10,antineoplastic,"mitotic inhibitor for breast, lung, prostate, stomach, and head cancer"
docetaxel,2019,Prescription,Total,995.14,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,2.8746820696063313e-10,antineoplastic,"mitotic inhibitor for breast, lung, prostate, stomach, and head cancer"
docusate sodium,2016,OTC,Total,30162.96,APSBXTVYXVQYAB-UHFFFAOYSA-M,8.660844208375097e-9,laxative,laxative and stool softener for constipation
docusate sodium,2017,OTC,Total,28812.120000000003,APSBXTVYXVQYAB-UHFFFAOYSA-M,8.386534835667422e-9,laxative,laxative and stool softener for constipation
docusate sodium,2018,OTC,Total,29620.08,APSBXTVYXVQYAB-UHFFFAOYSA-M,8.419867224477923e-9,laxative,laxative and stool softener for constipation
docusate sodium,2019,OTC,Total,28856.28,APSBXTVYXVQYAB-UHFFFAOYSA-M,8.335774937349496e-9,laxative,laxative and stool softener for constipation
dolutegravir,2016,Prescription,Total,17530.5,RHWKPHLQXYSBKR-BMIGLBTASA-N,5.033621680197156e-9,antiviral,antiviral used in combination for treatment of HIV
dolutegravir,2017,Prescription,Total,21798,RHWKPHLQXYSBKR-BMIGLBTASA-N,6.344888413205222e-9,antiviral,antiviral used in combination for treatment of HIV
dolutegravir,2018,Prescription,Total,23759.85,RHWKPHLQXYSBKR-BMIGLBTASA-N,6.754025724221938e-9,antiviral,antiviral used in combination for treatment of HIV
dolutegravir,2019,Prescription,Total,25429.35,RHWKPHLQXYSBKR-BMIGLBTASA-N,7.345830384342279e-9,antiviral,antiviral used in combination for treatment of HIV
donepezil,2016,Prescription,Total,20993.0096,ADEBPBSSDYVVLD-UHFFFAOYSA-N,6.0278296828468695e-9,other nervous system,cholinesterase inhibitor for Alzheimer's disease
donepezil,2017,Prescription,Total,21579.606,ADEBPBSSDYVVLD-UHFFFAOYSA-N,6.281319023347734e-9,other nervous system,cholinesterase inhibitor for Alzheimer's disease
