API_Name,sYear,ProductSaleGroup,Vet,AmountSold_g,InChIKey_string,PEC_gL,Desc_Short,Desc_Long,B_Statement,P_Statement,PNEC_gL,RQ
ruxolitinib,2017,Total,Human,1403.92,HFNKQEVNSGCOJV-OAHLLOKOSA-N,4.0864830448055216e-10,antineoplastic,"Janus-associated kinase inhibitor for myelofibrosis, transplant rejection",NA,NA,NA,NA
ruxolitinib,2018,Total,Human,1772.68,HFNKQEVNSGCOJV-OAHLLOKOSA-N,5.039058041533826e-10,antineoplastic,"Janus-associated kinase inhibitor for myelofibrosis, transplant rejection",NA,NA,NA,NA
ruxolitinib,2019,Total,Human,2014.04,HFNKQEVNSGCOJV-OAHLLOKOSA-N,5.818000156229208e-10,antineoplastic,"Janus-associated kinase inhibitor for myelofibrosis, transplant rejection",NA,NA,NA,NA
sacubitril,2016,Total,Human,10512.61008,PYNXFZCZUAOOQC-UTKZUKDTSA-N,3.018539232431885e-9,cardiac,angiotensin receptor blockers and neprilysin inhibitor for chronic heart failure,NA,NA,NA,NA
sacubitril,2017,Total,Human,33489.81272,PYNXFZCZUAOOQC-UTKZUKDTSA-N,9.748101875747356e-9,cardiac,angiotensin receptor blockers and neprilysin inhibitor for chronic heart failure,NA,NA,NA,NA
sacubitril,2018,Total,Human,67862.4016,PYNXFZCZUAOOQC-UTKZUKDTSA-N,1.9290711267700764e-8,cardiac,angiotensin receptor blockers and neprilysin inhibitor for chronic heart failure,NA,NA,NA,NA
sacubitril,2019,Total,Human,117765.8384,PYNXFZCZUAOOQC-UTKZUKDTSA-N,3.4019268048780754e-8,cardiac,angiotensin receptor blockers and neprilysin inhibitor for chronic heart failure,NA,NA,NA,NA
safinamide,2016,Total,Human,77,NEMGRZFTLSKBAP-LBPRGKRZSA-N,2.2109401863904684e-11,dopaminergic,MAO inhibitor for Parkinson's,NA,NA,NA,NA
safinamide,2017,Total,Human,1774.1,NEMGRZFTLSKBAP-LBPRGKRZSA-N,5.16399051925286e-10,dopaminergic,MAO inhibitor for Parkinson's,NA,NA,NA,NA
safinamide,2018,Total,Human,2206,NEMGRZFTLSKBAP-LBPRGKRZSA-N,6.270822731470778e-10,dopaminergic,MAO inhibitor for Parkinson's,NA,NA,NA,NA
safinamide,2019,Total,Human,1818.5,NEMGRZFTLSKBAP-LBPRGKRZSA-N,5.253139602045053e-10,dopaminergic,MAO inhibitor for Parkinson's,NA,NA,NA,NA
salbutamol,2016,Total,Human,44240.736,NDAUXUAQIAJITI-UHFFFAOYSA-N,1.2703067675050846e-8,respiratory,"β2 adrenergic receptor agonist for asthma, COPD, other bronchoconstriction",low,high,NA,NA
salbutamol,2017,Total,Human,45049.084,NDAUXUAQIAJITI-UHFFFAOYSA-N,1.311273562240154e-8,respiratory,"β2 adrenergic receptor agonist for asthma, COPD, other bronchoconstriction",low,high,NA,NA
salbutamol,2018,Total,Human,40589.565,NDAUXUAQIAJITI-UHFFFAOYSA-N,1.1538076467022245e-8,respiratory,"β2 adrenergic receptor agonist for asthma, COPD, other bronchoconstriction",low,high,NA,NA
salbutamol,2019,Total,Human,45475.561,NDAUXUAQIAJITI-UHFFFAOYSA-N,1.3136621963943664e-8,respiratory,"β2 adrenergic receptor agonist for asthma, COPD, other bronchoconstriction",low,high,NA,NA
salicylic acid,2016,Total,Human,6898.5,YGSDEFSMJLZEOE-UHFFFAOYSA-N,1.9808014124434604e-9,dermatological,used to remove outer layer of skin to counteract infections,low,low,1e-4,1.9808014124434604e-5
salicylic acid,2017,Total,Human,8101,YGSDEFSMJLZEOE-UHFFFAOYSA-N,2.3580117916953622e-9,dermatological,used to remove outer layer of skin to counteract infections,low,low,1e-4,2.358011791695362e-5
salicylic acid,2018,Total,Human,8751.5,YGSDEFSMJLZEOE-UHFFFAOYSA-N,2.4877200876911383e-9,dermatological,used to remove outer layer of skin to counteract infections,low,low,1e-4,2.487720087691138e-5
salicylic acid,2019,Total,Human,5777,YGSDEFSMJLZEOE-UHFFFAOYSA-N,1.668814268958717e-9,dermatological,used to remove outer layer of skin to counteract infections,low,low,1e-4,1.668814268958717e-5
salmeterol,2016,Total,Human,2013.138,GIIZNNXWQWCKIB-UHFFFAOYSA-N,5.780425590843811e-10,respiratory,"adrenergic bronchodilator for asthma, COPD",low,high,2.2e-5,2.627466177656278e-5
salmeterol,2017,Total,Human,1872.411,GIIZNNXWQWCKIB-UHFFFAOYSA-N,5.450150866436371e-10,respiratory,"adrenergic bronchodilator for asthma, COPD",low,high,2.2e-5,2.477341302925623e-5
salmeterol,2018,Total,Human,1761.201,GIIZNNXWQWCKIB-UHFFFAOYSA-N,5.006427590883529e-10,respiratory,"adrenergic bronchodilator for asthma, COPD",low,high,2.2e-5,2.2756489049470588e-5
salmeterol,2019,Total,Human,1623.759,GIIZNNXWQWCKIB-UHFFFAOYSA-N,4.690587136143565e-10,respiratory,"adrenergic bronchodilator for asthma, COPD",low,high,2.2e-5,2.1320850618834385e-5
sapropterin,2016,Total,Human,7272,FNKQXYHWGSIFBK-RPDRRWSUSA-N,2.088046368237855e-9,metabolic,treatment for phenylketonuria,NA,NA,NA,NA
sapropterin,2017,Total,Human,10284,FNKQXYHWGSIFBK-RPDRRWSUSA-N,2.99343207823665e-9,metabolic,treatment for phenylketonuria,NA,NA,NA,NA
sapropterin,2018,Total,Human,10692,FNKQXYHWGSIFBK-RPDRRWSUSA-N,3.039330763594087e-9,metabolic,treatment for phenylketonuria,NA,NA,NA,NA
sapropterin,2019,Total,Human,12744,FNKQXYHWGSIFBK-RPDRRWSUSA-N,3.6813863672511494e-9,metabolic,treatment for phenylketonuria,NA,NA,NA,NA
saquinavir,2016,Total,Human,1860,QWAXKHKRTORLEM-UGJKXSETSA-N,5.340712658034117e-10,antiviral,protease inhibitor for HIV,NA,NA,NA,NA
saquinavir,2017,Total,Human,720,QWAXKHKRTORLEM-UGJKXSETSA-N,2.0957517467234422e-10,antiviral,protease inhibitor for HIV,NA,NA,NA,NA
sarolaner,2017,Total,Vet,21.2325,FLEFKKUZMDEUIP-QFIPXVFZSA-N,6.180284578097985e-12,antiparasitic,"canine treatment for flea and tick infections, taken orally",NA,NA,NA,NA
sarolaner,2018,Total,Vet,339.66749999999996,FLEFKKUZMDEUIP-QFIPXVFZSA-N,9.6554609253937e-11,antiparasitic,"canine treatment for flea and tick infections, taken orally",NA,NA,NA,NA
sarolaner,2019,Total,Vet,28.5,FLEFKKUZMDEUIP-QFIPXVFZSA-N,8.232855576479736e-12,antiparasitic,"canine treatment for flea and tick infections, taken orally",NA,NA,NA,NA
saxagliptin,2016,Total,Human,2371.77395,QGJUIPDUBHWZPV-SGTAVMJGSA-N,6.810195245570204e-10,anti-diabetic,dipeptidyl peptidase 4 inhibitor for improving blood sugar in type 2 diabetes,low,low,9.5e-4,7.168626574284425e-7
saxagliptin,2017,Total,Human,2300.15765,QGJUIPDUBHWZPV-SGTAVMJGSA-N,6.695221406564984e-10,anti-diabetic,dipeptidyl peptidase 4 inhibitor for improving blood sugar in type 2 diabetes,low,low,9.5e-4,7.04760148059472e-7
saxagliptin,2018,Total,Human,2266.2689,QGJUIPDUBHWZPV-SGTAVMJGSA-N,6.442144394263496e-10,anti-diabetic,dipeptidyl peptidase 4 inhibitor for improving blood sugar in type 2 diabetes,low,low,9.5e-4,6.781204625540522e-7
saxagliptin,2019,Total,Human,2118.3939,QGJUIPDUBHWZPV-SGTAVMJGSA-N,6.119449485191458e-10,anti-diabetic,dipeptidyl peptidase 4 inhibitor for improving blood sugar in type 2 diabetes,low,low,9.5e-4,6.441525773885745e-7
scopolamine,2016,Total,Human,44.57,STECJAGHUSJQJN-USLFZFAMSA-N,1.279761092304197e-11,antiemetic,"Anticholinergic antiemetic and antispasmodic for motion sickness, surgical anaesthesia",low,NA,NA,NA
scopolamine,2017,Total,Human,49.73,STECJAGHUSJQJN-USLFZFAMSA-N,1.4475240883966219e-11,antiemetic,"Anticholinergic antiemetic and antispasmodic for motion sickness, surgical anaesthesia",low,NA,NA,NA
scopolamine,2018,Total,Human,44.759,STECJAGHUSJQJN-USLFZFAMSA-N,1.272328896817319e-11,antiemetic,"Anticholinergic antiemetic and antispasmodic for motion sickness, surgical anaesthesia",low,NA,NA,NA
scopolamine,2019,Total,Human,46.662,STECJAGHUSJQJN-USLFZFAMSA-N,1.3479351119638504e-11,antiemetic,"Anticholinergic antiemetic and antispasmodic for motion sickness, surgical anaesthesia",low,NA,NA,NA
selamectin,2016,Total,Vet,3724.74,AFJYYKSVHJGXSN-XHKIUTQPSA-N,1.0695035519293551e-9,anthelminthic,topical antiparasitic and anthelmintic for a variety of veterinary infections,NA,NA,NA,NA
selamectin,2017,Total,Vet,3312.63,AFJYYKSVHJGXSN-XHKIUTQPSA-N,9.642291817706216e-10,anthelminthic,topical antiparasitic and anthelmintic for a variety of veterinary infections,NA,NA,NA,NA
selamectin,2018,Total,Vet,3004.11,AFJYYKSVHJGXSN-XHKIUTQPSA-N,8.53954726919251e-10,anthelminthic,topical antiparasitic and anthelmintic for a variety of veterinary infections,NA,NA,NA,NA
selamectin,2019,Total,Vet,2728.845,AFJYYKSVHJGXSN-XHKIUTQPSA-N,7.882872552841698e-10,anthelminthic,topical antiparasitic and anthelmintic for a variety of veterinary infections,NA,NA,NA,NA
selegiline,2016,Total,Human,8055.545,MEZLKOACVSPNER-GFCCVEGCSA-N,2.3130296316593256e-9,dopaminergic,MOA inhibitor for Parkinson's disease,NA,NA,NA,NA
selegiline,2017,Total,Human,8197.21,MEZLKOACVSPNER-GFCCVEGCSA-N,2.386016274410954e-9,dopaminergic,MOA inhibitor for Parkinson's disease,NA,NA,NA,NA
selegiline,2018,Total,Human,8213.96,MEZLKOACVSPNER-GFCCVEGCSA-N,2.334917818830086e-9,dopaminergic,MOA inhibitor for Parkinson's disease,NA,NA,NA,NA
selegiline,2019,Total,Human,8113.04,MEZLKOACVSPNER-GFCCVEGCSA-N,2.3436311089895843e-9,dopaminergic,MOA inhibitor for Parkinson's disease,NA,NA,NA,NA
sertindole,2016,Total,Human,470.36672,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,1.3505879007645107e-10,antipsychotic,atypical indole antipsychotic for schizophrenia,NA,NA,NA,NA
sertindole,2017,Total,Human,380.9377599999999,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,1.1088207998790492e-10,antipsychotic,atypical indole antipsychotic for schizophrenia,NA,NA,NA,NA
sertindole,2018,Total,Human,370.31064,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,1.0526529369979566e-10,antipsychotic,atypical indole antipsychotic for schizophrenia,NA,NA,NA,NA
sertindole,2019,Total,Human,287.06552,GZKLJWGUPQBVJQ-UHFFFAOYSA-N,8.292522691744052e-11,antipsychotic,atypical indole antipsychotic for schizophrenia,NA,NA,NA,NA
sertraline,2016,Total,Human,714581.3295,VGKDLMBJGBXTGI-SJCJKPOMSA-N,2.051813737449193e-7,antidepressant,"SSRI for depression, panic disorder, OCD, anxiety, PTSD, etc.",NA,NA,NA,NA
sertraline,2017,Total,Human,761735.099,VGKDLMBJGBXTGI-SJCJKPOMSA-N,2.217232867041395e-7,antidepressant,"SSRI for depression, panic disorder, OCD, anxiety, PTSD, etc.",NA,NA,NA,NA
sertraline,2018,Total,Human,779108.4285,VGKDLMBJGBXTGI-SJCJKPOMSA-N,2.2147102646048393e-7,antidepressant,"SSRI for depression, panic disorder, OCD, anxiety, PTSD, etc.",NA,NA,NA,NA
sertraline,2019,Total,Human,854781.554,VGKDLMBJGBXTGI-SJCJKPOMSA-N,2.469225643340672e-7,antidepressant,"SSRI for depression, panic disorder, OCD, anxiety, PTSD, etc.",NA,NA,NA,NA
sevelamer,2016,Total,Human,1675254.24,ZNSIZMQNQCNRBW-UHFFFAOYSA-N,4.810242755372756e-7,other,"phosphate binder for preventing low calcium levels, chronic kidney disease",NA,NA,NA,NA
sevelamer,2017,Total,Human,1746681.12,ZNSIZMQNQCNRBW-UHFFFAOYSA-N,5.084180566956749e-7,other,"phosphate binder for preventing low calcium levels, chronic kidney disease",NA,NA,NA,NA
sevelamer,2018,Total,Human,1820013.12,ZNSIZMQNQCNRBW-UHFFFAOYSA-N,5.173608179723959e-7,other,"phosphate binder for preventing low calcium levels, chronic kidney disease",NA,NA,NA,NA
sevelamer,2019,Total,Human,1904202.72,ZNSIZMQNQCNRBW-UHFFFAOYSA-N,5.500710870912238e-7,other,"phosphate binder for preventing low calcium levels, chronic kidney disease",NA,NA,NA,NA
sildenafil,2016,Total,Human,114983.038,BNRNXUUZRGQAQC-UHFFFAOYSA-N,3.3015664865904194e-8,urological,"aka Viagra, antihypertensive and erectile dysfunction agent",NA,NA,NA,NA
sildenafil,2017,Total,Human,132569.13999999998,BNRNXUUZRGQAQC-UHFFFAOYSA-N,3.85877787106423e-8,urological,"aka Viagra, antihypertensive and erectile dysfunction agent",NA,NA,NA,NA
sildenafil,2018,Total,Human,147312.64800000002,BNRNXUUZRGQAQC-UHFFFAOYSA-N,4.1875408055827446e-8,urological,"aka Viagra, antihypertensive and erectile dysfunction agent",NA,NA,NA,NA
sildenafil,2019,Total,Human,162538.39800000002,BNRNXUUZRGQAQC-UHFFFAOYSA-N,4.695281250408362e-8,urological,"aka Viagra, antihypertensive and erectile dysfunction agent",NA,NA,NA,NA
silver nitrate,2016,Total,Human,6.25,SQGYOTSLMSWVJD-UHFFFAOYSA-N,1.7945943071351204e-12,antiseptic,silver salt used for disinfection and removal of warts,NA,NA,NA,NA
silver nitrate,2017,Total,Human,20,SQGYOTSLMSWVJD-UHFFFAOYSA-N,5.821532629787339e-12,antiseptic,silver salt used for disinfection and removal of warts,NA,NA,NA,NA
silver nitrate,2018,Total,Human,6.25,SQGYOTSLMSWVJD-UHFFFAOYSA-N,1.7766383532045496e-12,antiseptic,silver salt used for disinfection and removal of warts,NA,NA,NA,NA
silver nitrate,2019,Total,Human,1,SQGYOTSLMSWVJD-UHFFFAOYSA-N,2.888721254905171e-13,antiseptic,silver salt used for disinfection and removal of warts,NA,NA,NA,NA
silver sulfadiazine,2016,Total,Human,8238,UEJSSZHHYBHCEL-UHFFFAOYSA-N,2.3654188643486595e-9,antibiotic,topical sulfonamide antibiotic used for severe burns,NA,NA,NA,NA
silver sulfadiazine,2017,Total,Human,7642,UEJSSZHHYBHCEL-UHFFFAOYSA-N,2.224407617841742e-9,antibiotic,topical sulfonamide antibiotic used for severe burns,NA,NA,NA,NA
silver sulfadiazine,2018,Total,Human,7036.5,UEJSSZHHYBHCEL-UHFFFAOYSA-N,2.00021052357181e-9,antibiotic,topical sulfonamide antibiotic used for severe burns,NA,NA,NA,NA
silver sulfadiazine,2019,Total,Human,6227.5,UEJSSZHHYBHCEL-UHFFFAOYSA-N,1.7989511614921946e-9,antibiotic,topical sulfonamide antibiotic used for severe burns,NA,NA,NA,NA
simeprevir,2016,Total,Human,63,JTZZSQYMACOLNN-VDWJNHBNSA-N,1.8089510615922013e-11,antiviral,protease inhibitor for hepatitis C,high,high,1.08e-7,1.6749546866594455e-4
simeprevir,2017,Total,Human,21,JTZZSQYMACOLNN-VDWJNHBNSA-N,6.112609261276707e-12,antiviral,protease inhibitor for hepatitis C,high,high,1.08e-7,5.659823390071025e-5
simvastatin,2016,Total,Human,2294448.885,RYMZZMVNJRMUDD-HGQWONQESA-N,6.58816785125364e-7,statin,"statin, used to regulate cholesterol and prevent cardiovascular disease",low,low,2e-7,3.29408392562682
simvastatin,2017,Total,Human,2024665.9194,RYMZZMVNJRMUDD-HGQWONQESA-N,5.893329357102742e-7,statin,"statin, used to regulate cholesterol and prevent cardiovascular disease",low,low,2e-7,2.9466646785513713
simvastatin,2018,Total,Human,1838137.0484,RYMZZMVNJRMUDD-HGQWONQESA-N,5.225127645813836e-7,statin,"statin, used to regulate cholesterol and prevent cardiovascular disease",low,low,2e-7,2.6125638229069184
simvastatin,2019,Total,Human,1689347.999800001,RYMZZMVNJRMUDD-HGQWONQESA-N,4.880055473953799e-7,statin,"statin, used to regulate cholesterol and prevent cardiovascular disease",low,low,2e-7,2.4400277369768997
sitagliptin,2016,Total,Human,667651.558,MFFMDFFZMYYVKS-SECBINFHSA-N,1.9170618962187098e-7,anti-diabetic,dipeptidyl peptidase 4 inhibitors for blood sugar control in type 2 diabetes,low,high,8.4e-5,0.0022822165431175116
sitagliptin,2017,Total,Human,805702.4115,MFFMDFFZMYYVKS-SECBINFHSA-N,2.3452114392227986e-7,anti-diabetic,dipeptidyl peptidase 4 inhibitors for blood sugar control in type 2 diabetes,low,high,8.4e-5,0.0027919183800271413
sitagliptin,2018,Total,Human,920545.22,MFFMDFFZMYYVKS-SECBINFHSA-N,2.6167615099377914e-7,anti-diabetic,dipeptidyl peptidase 4 inhibitors for blood sugar control in type 2 diabetes,low,high,8.4e-5,0.0031151922737354663
sitagliptin,2019,Total,Human,1017783.571,MFFMDFFZMYYVKS-SECBINFHSA-N,2.940093034440986e-7,anti-diabetic,dipeptidyl peptidase 4 inhibitors for blood sugar control in type 2 diabetes,low,high,8.4e-5,0.0035001107552868884
sodium amidotrizoate,2016,Total,Human,0.2296,ZEYOIOAKZLALAP-UHFFFAOYSA-M,6.592621646691579e-14,diagnostic agent,"contrast medium for X-rays, with meglumine amidotrizoate",NA,NA,NA,NA
sodium amidotrizoate,2017,Total,Human,0.2123,ZEYOIOAKZLALAP-UHFFFAOYSA-M,6.179556886519263e-14,diagnostic agent,"contrast medium for X-rays, with meglumine amidotrizoate",NA,NA,NA,NA
sodium amidotrizoate,2018,Total,Human,0.1981,ZEYOIOAKZLALAP-UHFFFAOYSA-M,5.63123292431714e-14,diagnostic agent,"contrast medium for X-rays, with meglumine amidotrizoate",NA,NA,NA,NA
sodium amidotrizoate,2019,Total,Human,0.1818,ZEYOIOAKZLALAP-UHFFFAOYSA-M,5.2516952414175994e-14,diagnostic agent,"contrast medium for X-rays, with meglumine amidotrizoate",NA,NA,NA,NA
sodium phenylbutyrate,2016,Total,Human,1629.412,VPZRWNZGLKXFOE-UHFFFAOYSA-M,4.67861359868424e-10,metabolic,aromatic fatty acid salt used for urea cycle disorders,NA,NA,NA,NA
sodium phenylbutyrate,2017,Total,Human,2586.248,VPZRWNZGLKXFOE-UHFFFAOYSA-M,7.527963560361124e-10,metabolic,aromatic fatty acid salt used for urea cycle disorders,NA,NA,NA,NA
sodium phenylbutyrate,2018,Total,Human,4668.524,VPZRWNZGLKXFOE-UHFFFAOYSA-M,1.3270846066009467e-9,metabolic,aromatic fatty acid salt used for urea cycle disorders,NA,NA,NA,NA
sodium phenylbutyrate,2019,Total,Human,461.168,VPZRWNZGLKXFOE-UHFFFAOYSA-M,1.3321858036821078e-10,metabolic,aromatic fatty acid salt used for urea cycle disorders,NA,NA,NA,NA
sofosbuvir,2016,Total,Human,23553.6,TTZHDVOVKQGIBA-IQWMDFIBSA-N,6.763065035606043e-9,antiviral,antiviral for chronic hepatitis C,NA,NA,NA,NA
sofosbuvir,2017,Total,Human,20339.2,TTZHDVOVKQGIBA-IQWMDFIBSA-N,5.920265823188534e-9,antiviral,antiviral for chronic hepatitis C,NA,NA,NA,NA
sofosbuvir,2018,Total,Human,67704,TTZHDVOVKQGIBA-IQWMDFIBSA-N,1.9245683690457733e-8,antiviral,antiviral for chronic hepatitis C,NA,NA,NA,NA
sofosbuvir,2019,Total,Human,56347.2,TTZHDVOVKQGIBA-IQWMDFIBSA-N,1.6277135429439263e-8,antiviral,antiviral for chronic hepatitis C,NA,NA,NA,NA
solifenacin,2016,Total,Human,32045.152,FBOUYBDGKBSUES-VXKWHMMOSA-N,9.20128757607674e-9,urological,urinary antispasmodic for overactive bladders,NA,NA,NA,NA
solifenacin,2017,Total,Human,31389.454,FBOUYBDGKBSUES-VXKWHMMOSA-N,9.136736534610438e-9,urological,urinary antispasmodic for overactive bladders,NA,NA,NA,NA
solifenacin,2018,Total,Human,31586.715399999997,FBOUYBDGKBSUES-VXKWHMMOSA-N,8.978907205023485e-9,urological,urinary antispasmodic for overactive bladders,NA,NA,NA,NA
solifenacin,2019,Total,Human,33839.6869,FBOUYBDGKBSUES-VXKWHMMOSA-N,9.775342280736606e-9,urological,urinary antispasmodic for overactive bladders,NA,NA,NA,NA
sorafenib,2016,Total,Human,6899.2,MLDQJTXFUGDVEO-UHFFFAOYSA-N,1.9810024070058596e-9,antineoplastic,multiple protein kinase inhibitor for carcinomas,high,high,1.7e-8,0.11652955335328585
sorafenib,2017,Total,Human,4838.4,MLDQJTXFUGDVEO-UHFFFAOYSA-N,1.408345173798153e-9,antineoplastic,multiple protein kinase inhibitor for carcinomas,high,high,1.7e-8,0.08284383375283252
sorafenib,2018,Total,Human,5174.4,MLDQJTXFUGDVEO-UHFFFAOYSA-N,1.4708859991714591e-9,antineoplastic,multiple protein kinase inhibitor for carcinomas,high,high,1.7e-8,0.08652270583361524
sorafenib,2019,Total,Human,7145.6,MLDQJTXFUGDVEO-UHFFFAOYSA-N,2.064164659905038e-9,antineoplastic,multiple protein kinase inhibitor for carcinomas,high,high,1.7e-8,0.1214214505826493
sotalol,2016,Total,Human,211630.16,ZBMZVLHSJCTVON-UHFFFAOYSA-N,6.076644485665516e-8,beta blocker,non-cardioselective beta blocker and group III antiarrhythmic for rhythm disorders,NA,NA,NA,NA
sotalol,2017,Total,Human,196055.88,ZBMZVLHSJCTVON-UHFFFAOYSA-N,5.706728513408357e-8,beta blocker,non-cardioselective beta blocker and group III antiarrhythmic for rhythm disorders,NA,NA,NA,NA
sotalol,2018,Total,Human,176920.36,ZBMZVLHSJCTVON-UHFFFAOYSA-N,5.029175952620097e-8,beta blocker,non-cardioselective beta blocker and group III antiarrhythmic for rhythm disorders,NA,NA,NA,NA
sotalol,2019,Total,Human,158257.8,ZBMZVLHSJCTVON-UHFFFAOYSA-N,4.5716267061453147e-8,beta blocker,non-cardioselective beta blocker and group III antiarrhythmic for rhythm disorders,NA,NA,NA,NA
spiramycin,2016,Total,Human,12807.96,ACTOXUHEUCPTEW-JMRHEKERSA-N,3.677614736322293e-9,antibacterial,macrolide antibiotic and antiparasitic,NA,NA,NA,NA
spiramycin,2017,Total,Human,10700.58,ACTOXUHEUCPTEW-JMRHEKERSA-N,3.114688781382491e-9,antibacterial,macrolide antibiotic and antiparasitic,NA,NA,NA,NA
spiramycin,2018,Total,Human,8354.5,ACTOXUHEUCPTEW-JMRHEKERSA-N,2.3748680194955852e-9,antibacterial,macrolide antibiotic and antiparasitic,NA,NA,NA,NA
spiramycin,2019,Total,Human,8231.74,ACTOXUHEUCPTEW-JMRHEKERSA-N,2.3779202302853086e-9,antibacterial,macrolide antibiotic and antiparasitic,NA,NA,NA,NA
spironolactone,2016,Total,Human,216466.675,LXMSZDCAJNLERA-ZHYRCANASA-N,6.215517802231492e-8,diuretic,"potassium-sparing diuretic used for high blood pressure, heart failure, oedema",low,NA,NA,NA
spironolactone,2017,Total,Human,222218.45,LXMSZDCAJNLERA-ZHYRCANASA-N,6.468259788078834e-8,diuretic,"potassium-sparing diuretic used for high blood pressure, heart failure, oedema",low,NA,NA,NA
spironolactone,2018,Total,Human,231659.475,LXMSZDCAJNLERA-ZHYRCANASA-N,6.585201730691689e-8,diuretic,"potassium-sparing diuretic used for high blood pressure, heart failure, oedema",low,NA,NA,NA
spironolactone,2019,Total,Human,243515.625,LXMSZDCAJNLERA-ZHYRCANASA-N,7.034487618390169e-8,diuretic,"potassium-sparing diuretic used for high blood pressure, heart failure, oedema",low,NA,NA,NA
stiripentol,2016,Total,Human,12165.75,IBLNKMRFIPWSOY-FNORWQNLSA-N,3.493213710724654e-9,anticonvulsant,gamma-aminobutyric acid reuptake inhibitor for Dravet syndrome epilepsy,NA,NA,NA,NA
stiripentol,2017,Total,Human,11735.85,IBLNKMRFIPWSOY-FNORWQNLSA-N,3.416031685664488e-9,anticonvulsant,gamma-aminobutyric acid reuptake inhibitor for Dravet syndrome epilepsy,NA,NA,NA,NA
stiripentol,2018,Total,Human,15855,IBLNKMRFIPWSOY-FNORWQNLSA-N,4.506976174409301e-9,anticonvulsant,gamma-aminobutyric acid reuptake inhibitor for Dravet syndrome epilepsy,NA,NA,NA,NA
stiripentol,2019,Total,Human,17010,IBLNKMRFIPWSOY-FNORWQNLSA-N,4.913714854593695e-9,anticonvulsant,gamma-aminobutyric acid reuptake inhibitor for Dravet syndrome epilepsy,NA,NA,NA,NA
streptozocin,2019,Total,Human,92,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,2.6576235545127567e-11,antineoplastic,alkylating agent for pancreatic cancer,NA,NA,NA,NA
sucralfate,2016,Total,Human,383530.2,YZPQNHUVIVIUCT-JTJNLBSYSA-F,1.1012497816550309e-7,alimentary,treatment for duodenal ulcers,NA,NA,NA,NA
sucralfate,2017,Total,Human,422074.8,YZPQNHUVIVIUCT-JTJNLBSYSA-F,1.2285611102054828e-7,alimentary,treatment for duodenal ulcers,NA,NA,NA,NA
sucralfate,2018,Total,Human,428604.6,YZPQNHUVIVIUCT-JTJNLBSYSA-F,1.2183605931518314e-7,alimentary,treatment for duodenal ulcers,NA,NA,NA,NA
sucralfate,2019,Total,Human,487990.6,YZPQNHUVIVIUCT-JTJNLBSYSA-F,1.409668818413927e-7,alimentary,treatment for duodenal ulcers,NA,NA,NA,NA
sufentanil,2016,Total,Human,0.99815,GGCSSNBKKAUURC-UHFFFAOYSA-N,2.8660388922670725e-13,analgesic,opioid analgesic and anaesthetic for critical pain relief,low,NA,NA,NA
sufentanil,2017,Total,Human,0.8852500000000001,GGCSSNBKKAUURC-UHFFFAOYSA-N,2.5767558802596216e-13,analgesic,opioid analgesic and anaesthetic for critical pain relief,low,NA,NA,NA
sufentanil,2018,Total,Human,0.9484,GGCSSNBKKAUURC-UHFFFAOYSA-N,2.6959421026867123e-13,analgesic,opioid analgesic and anaesthetic for critical pain relief,low,NA,NA,NA
sufentanil,2019,Total,Human,1.11825,GGCSSNBKKAUURC-UHFFFAOYSA-N,3.230312543297707e-13,analgesic,opioid analgesic and anaesthetic for critical pain relief,low,NA,NA,NA
sugammadex,2016,Total,Human,1915,WHRODDIHRRDWEW-VTHZAVIASA-N,5.498636957062008e-10,other nervous system,agent for reversing surgical muscle relaxants,low,low,0.001,5.498636957062008e-7
sugammadex,2017,Total,Human,2108,WHRODDIHRRDWEW-VTHZAVIASA-N,6.135895391795857e-10,other nervous system,agent for reversing surgical muscle relaxants,low,low,0.001,6.135895391795857e-7
sugammadex,2018,Total,Human,2350,WHRODDIHRRDWEW-VTHZAVIASA-N,6.680160208049105e-10,other nervous system,agent for reversing surgical muscle relaxants,low,low,0.001,6.680160208049105e-7
sugammadex,2019,Total,Human,3229,WHRODDIHRRDWEW-VTHZAVIASA-N,9.327680932088795e-10,other nervous system,agent for reversing surgical muscle relaxants,low,low,0.001,9.327680932088795e-7
sulfadiazine,2016,Total,Vet,1076297.5836,SEEPANYCNGTZFQ-UHFFFAOYSA-N,3.090428026098954e-7,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sulfadiazine,2017,Total,Vet,1008298.9074,SEEPANYCNGTZFQ-UHFFFAOYSA-N,2.934922495004012e-7,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sulfadiazine,2018,Total,Vet,937990.3008,SEEPANYCNGTZFQ-UHFFFAOYSA-N,2.6663512693362434e-7,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
sulfadiazine,2019,Total,Vet,963879.6822,SEEPANYCNGTZFQ-UHFFFAOYSA-N,2.784379725142381e-7,antibacterial,sulfonamide antibiotic,NA,NA,NA,NA
