"scenario_number","county","Year_and_Population_Growth","WWT_Scenario","Risk_Type","API_Name","Risk_Bin","Probability"
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","30-100",0.004
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","100-300",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","300-1000",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","1000-3000",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","estradiol","3000-inf",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","-inf-0",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","0-1",0.00505
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","1-3",0.00505
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","3-10",0.03032
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","10-30",0.08086
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","30-100",0.1507
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","100-300",0.2132
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","300-1000",0.32048
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","1000-3000",0.18623
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","3000-inf",0.0081
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","-inf-0",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","0-1",0.06099
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","1-3",0.09646
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","3-10",0.12906
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","10-30",0.44787
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","30-100",0.26412
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","100-300",0.0015
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","300-1000",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","1000-3000",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","diclofenac","3000-inf",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","-inf-0",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","0-1",0.00881
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","1-3",0.02351
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","3-10",0.06259
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","10-30",0.11484
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","30-100",0.22614
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","100-300",0.33829
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","300-1000",0.22581
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","1000-3000",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","3000-inf",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","-inf-0",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","0-1",0.15045
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","1-3",0.08349
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","3-10",0.41
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","10-30",0.346
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","30-100",0.01005
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","100-300",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","300-1000",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","1000-3000",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","paracetamol","3000-inf",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","-inf-0",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","0-1",0.25409
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","1-3",0.19992
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","3-10",0.37962
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","10-30",0.16623
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","30-100",1.3e-4
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","100-300",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","300-1000",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","1000-3000",0
19,"Trøndelag (Semi-Urban)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","3000-inf",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","-inf-0",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","0-1",0.74306
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","1-3",0.09661
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","3-10",0.11507
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","10-30",0.04199
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","30-100",0.00327
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","100-300",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","300-1000",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","1000-3000",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","3000-inf",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.00588
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.00588
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.03526
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.09404
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.16194
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.23822
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.29979
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0.15237
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",0.00662
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","-inf-0",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","0-1",0.08509
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","1-3",0.08058
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","3-10",0.19845
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","10-30",0.51487
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","30-100",0.12024
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","100-300",7.7e-4
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","300-1000",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","1000-3000",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","3000-inf",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","0-1",0.01071
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","1-3",0.02855
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","3-10",0.07263
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","10-30",0.12666
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","30-100",0.2595
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","100-300",0.31719
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","300-1000",0.18476
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","1000-3000",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","3000-inf",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","paracetamol","-inf-0",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","paracetamol","0-1",0.15548
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","paracetamol","1-3",0.138
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","paracetamol","3-10",0.4162
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","paracetamol","10-30",0.2821
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","paracetamol","30-100",0.00823
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","paracetamol","100-300",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","paracetamol","300-1000",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","paracetamol","1000-3000",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","paracetamol","3000-inf",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ciprofloxacin","-inf-0",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ciprofloxacin","0-1",0.28695
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ciprofloxacin","1-3",0.24229
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ciprofloxacin","3-10",0.39616
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ciprofloxacin","10-30",0.07453
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ciprofloxacin","30-100",6e-5
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ciprofloxacin","100-300",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ciprofloxacin","300-1000",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ciprofloxacin","1000-3000",0
20,"Trøndelag (Semi-Urban)","2050 & Main","Partial Upgrade","API_RQ_FW","ciprofloxacin","3000-inf",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","estradiol","-inf-0",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","estradiol","0-1",0.9159
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","estradiol","1-3",0.0708
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","estradiol","3-10",0.01286
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","estradiol","10-30",4.4e-4
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","estradiol","30-100",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","estradiol","100-300",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","estradiol","300-1000",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","estradiol","1000-3000",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","estradiol","3000-inf",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.01642
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.01642
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.09853
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.26276
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.34401
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.22827
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.03358
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","diclofenac","-inf-0",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","diclofenac","0-1",0.32802
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","diclofenac","1-3",0.26219
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","diclofenac","3-10",0.40637
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","diclofenac","10-30",0.00342
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","diclofenac","30-100",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","diclofenac","100-300",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","diclofenac","300-1000",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","diclofenac","1000-3000",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","diclofenac","3000-inf",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ibuprofen","0-1",0.03473
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ibuprofen","1-3",0.09262
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ibuprofen","3-10",0.23353
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ibuprofen","10-30",0.33686
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ibuprofen","30-100",0.27502
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ibuprofen","100-300",0.02723
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ibuprofen","300-1000",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ibuprofen","1000-3000",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ibuprofen","3000-inf",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","paracetamol","-inf-0",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","paracetamol","0-1",0.53055
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","paracetamol","1-3",0.40513
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","paracetamol","3-10",0.06305
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","paracetamol","10-30",0.00127
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","paracetamol","30-100",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","paracetamol","100-300",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","paracetamol","300-1000",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","paracetamol","1000-3000",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","paracetamol","3000-inf",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ciprofloxacin","-inf-0",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ciprofloxacin","0-1",0.55735
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1-3",0.44195
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3-10",7.1e-4
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ciprofloxacin","10-30",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ciprofloxacin","30-100",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ciprofloxacin","100-300",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ciprofloxacin","300-1000",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1000-3000",0
21,"Trøndelag (Semi-Urban)","2050 & Main","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3000-inf",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","estradiol","-inf-0",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","estradiol","0-1",0.72898
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","estradiol","1-3",0.09152
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","estradiol","3-10",0.1245
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","estradiol","10-30",0.051
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","estradiol","30-100",0.004
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","estradiol","100-300",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","estradiol","300-1000",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","estradiol","1000-3000",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","estradiol","3000-inf",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","-inf-0",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","0-1",0.00505
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","1-3",0.00505
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","3-10",0.03032
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","10-30",0.08086
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","30-100",0.1507
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","100-300",0.2132
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","300-1000",0.32048
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","1000-3000",0.18623
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","3000-inf",0.0081
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","diclofenac","-inf-0",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","diclofenac","0-1",0.06099
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","diclofenac","1-3",0.09646
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","diclofenac","3-10",0.12906
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","diclofenac","10-30",0.44787
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","diclofenac","30-100",0.26412
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","diclofenac","100-300",0.0015
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","diclofenac","300-1000",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","diclofenac","1000-3000",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","diclofenac","3000-inf",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ibuprofen","-inf-0",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ibuprofen","0-1",0.00881
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ibuprofen","1-3",0.02351
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ibuprofen","3-10",0.06259
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ibuprofen","10-30",0.11484
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ibuprofen","30-100",0.22614
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ibuprofen","100-300",0.33829
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ibuprofen","300-1000",0.22581
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ibuprofen","1000-3000",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ibuprofen","3000-inf",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","paracetamol","-inf-0",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","paracetamol","0-1",0.15045
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","paracetamol","1-3",0.08349
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","paracetamol","3-10",0.41
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","paracetamol","10-30",0.346
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","paracetamol","30-100",0.01005
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","paracetamol","100-300",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","paracetamol","300-1000",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","paracetamol","1000-3000",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","paracetamol","3000-inf",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","-inf-0",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","0-1",0.25409
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","1-3",0.19992
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","3-10",0.37962
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","10-30",0.16623
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","30-100",1.3e-4
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","100-300",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","300-1000",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","1000-3000",0
22,"Trøndelag (Semi-Urban)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","3000-inf",0
23,"Trøndelag (Semi-Urban)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","-inf-0",0
23,"Trøndelag (Semi-Urban)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","0-1",0.74306
23,"Trøndelag (Semi-Urban)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","1-3",0.09661
23,"Trøndelag (Semi-Urban)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","3-10",0.11507
23,"Trøndelag (Semi-Urban)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","10-30",0.04199
23,"Trøndelag (Semi-Urban)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","30-100",0.00327
23,"Trøndelag (Semi-Urban)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","100-300",0
